Agency,Type,Distribution,Product,Duration,Destination,Sales,Commision,Age,Claim
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,27.0,6.75,25,No
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,53.0,13.25,36,No
JZI,Airlines,Online,Basic Plan,6,"KOREA, REPUBLIC OF",26.0,9.1,28,No
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,47.5,11.88,31,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,35.4,8.85,60,No
JZI,Airlines,Online,Basic Plan,7,CHINA,26.0,9.1,31,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,29.5,7.38,29,No
CBH,Travel Agency,Offline,Comprehensive Plan,77,MALAYSIA,29.0,9.57,42,No
C2B,Airlines,Online,Bronze Plan,79,SINGAPORE,60.0,15.0,42,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,31.85,7.96,30,No
C2B,Airlines,Online,Gold Plan,21,SINGAPORE,45.0,11.25,42,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,13.5,3.38,55,No
JZI,Airlines,Online,Basic Plan,23,CHINA,26.0,9.1,32,No
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,3,THAILAND,25.0,16.25,33,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,14.95,3.74,43,No
JZI,Airlines,Online,Basic Plan,40,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,55,No
KML,Travel Agency,Online,Value Plan,20,INDONESIA,28.0,10.64,48,No
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,29.5,7.38,29,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,27.0,6.75,62,No
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,27.0,6.75,37,Yes
JZI,Airlines,Online,Basic Plan,15,INDONESIA,22.0,7.7,36,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,17.55,4.39,30,No
JZI,Airlines,Online,Basic Plan,24,MYANMAR,18.0,6.3,29,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,29,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17.55,4.39,33,No
KML,Travel Agency,Online,Value Plan,11,INDONESIA,33.0,12.54,48,No
JZI,Airlines,Online,Basic Plan,3,BANGLADESH,22.0,7.7,64,No
JZI,Airlines,Online,Basic Plan,9,HONG KONG,22.0,7.7,43,No
JZI,Airlines,Online,Basic Plan,15,INDONESIA,22.0,7.7,28,No
JZI,Airlines,Online,Basic Plan,12,VIET NAM,18.0,6.3,36,No
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,18.5,4.63,50,No
RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,48,No
C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,50.5,12.63,24,No
JZI,Airlines,Online,Basic Plan,39,THAILAND,22.0,7.7,35,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,22.1,5.53,68,No
JZI,Airlines,Online,Value Plan,32,"KOREA, REPUBLIC OF",45.0,15.75,26,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,65.4,16.35,56,No
JZI,Airlines,Online,Basic Plan,70,CHINA,44.0,15.4,17,No
RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15.0,6.0,52,No
ART,Airlines,Online,24 Protect,2,PHILIPPINES,16.38,5.73,48,No
JZI,Airlines,Online,Basic Plan,13,HONG KONG,0.0,9.1,64,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,15.0,3.75,69,No
C2B,Airlines,Online,Silver Plan,20,SINGAPORE,62.0,15.5,71,No
JZI,Airlines,Online,Basic Plan,6,CHINA,26.0,9.1,30,No
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,30.0,7.5,39,No
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,52.0,13.0,29,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,23.5,5.88,36,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.5,5.88,27,No
ART,Airlines,Online,24 Protect,3,PHILIPPINES,4.43,1.55,48,No
JZI,Airlines,Online,Basic Plan,44,VIET NAM,22.0,7.7,53,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,23.5,5.88,54,No
RAB,Airlines,Online,Value Plan,2,BRUNEI DARUSSALAM,15.0,6.0,45,No
TST,Travel Agency,Offline,Travel Cruise Protect,10,THAILAND,30.0,10.5,82,No
KML,Travel Agency,Online,Value Plan,34,INDONESIA,28.0,10.64,48,No
JZI,Airlines,Online,Basic Plan,14,MYANMAR,33.0,11.55,34,No
RAB,Airlines,Online,Value Plan,25,BRUNEI DARUSSALAM,23.0,9.2,20,No
JZI,Airlines,Online,Basic Plan,6,THAILAND,22.0,7.7,51,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,33.5,8.38,35,No
JZI,Airlines,Online,Basic Plan,19,OMAN,55.0,19.25,26,No
JZI,Airlines,Online,Basic Plan,9,CHINA,26.0,9.1,47,Yes
JZI,Airlines,Online,Basic Plan,14,THAILAND,18.0,6.3,53,No
C2B,Airlines,Online,Bronze Plan,126,SINGAPORE,33.5,8.38,35,No
C2B,Airlines,Online,Bronze Plan,52,SINGAPORE,30.55,7.64,55,No
JZI,Airlines,Online,Basic Plan,48,JAPAN,26.0,9.1,32,No
JZI,Airlines,Online,Basic Plan,11,THAILAND,22.0,7.7,40,No
JZI,Airlines,Online,Basic Plan,19,CHINA,26.0,9.1,38,No
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,37.0,9.25,69,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,18.0,4.5,40,No
JZI,Airlines,Online,Basic Plan,49,VIET NAM,22.0,7.7,46,No
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,52.65,13.16,27,No
JZI,Airlines,Online,Basic Plan,17,CHINA,35.0,12.25,46,No
CCR,Travel Agency,Offline,Comprehensive Plan,77,THAILAND,29.0,9.57,67,No
JZI,Airlines,Online,Basic Plan,7,INDIA,22.0,7.7,29,No
JZI,Airlines,Online,Basic Plan,43,MALAYSIA,22.0,7.7,52,No
TST,Travel Agency,Offline,Travel Cruise Protect,72,MALAYSIA,30.0,10.5,28,No
ART,Airlines,Online,24 Protect,2,SINGAPORE,7.6,2.66,48,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,29.5,7.38,48,No
C2B,Airlines,Online,Silver Plan,51,SINGAPORE,22.2,5.55,30,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,22.5,5.63,27,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,27.0,6.75,31,No
KML,Travel Agency,Online,Premier Plan,5,INDONESIA,38.0,14.44,48,No
JZI,Airlines,Online,Basic Plan,3,MALAYSIA,18.0,6.3,43,No
C2B,Airlines,Online,Bronze Plan,41,SINGAPORE,47.0,11.75,28,No
C2B,Airlines,Online,Silver Plan,30,SINGAPORE,54.5,13.63,53,Yes
JZI,Airlines,Online,Basic Plan,14,THAILAND,22.0,7.7,48,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,26.5,6.63,55,Yes
C2B,Airlines,Online,Silver Plan,18,SINGAPORE,29.5,7.38,28,No
JZI,Airlines,Online,Basic Plan,20,THAILAND,22.0,7.7,55,No
JZI,Airlines,Online,Basic Plan,18,THAILAND,22.0,7.7,36,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20.0,5.0,28,No
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,0.0,7.95,39,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,26.5,6.63,28,Yes
JZI,Airlines,Online,Basic Plan,4,THAILAND,22.0,7.7,45,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,28.5,7.13,58,No
JZI,Airlines,Online,Basic Plan,42,"KOREA, REPUBLIC OF",40.0,14.0,37,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,15.0,3.75,67,No
RAB,Airlines,Online,Value Plan,5,BRUNEI DARUSSALAM,15.0,6.0,56,No
JZI,Airlines,Online,Basic Plan,5,MALAYSIA,18.0,6.3,53,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,30.55,7.64,51,No
JZI,Airlines,Online,Basic Plan,112,PHILIPPINES,47.0,16.45,57,No
C2B,Airlines,Online,Bronze Plan,1,SINGAPORE,35.0,8.75,35,No
JZI,Airlines,Online,Basic Plan,10,CHINA,26.0,9.1,30,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,22.1,5.53,32,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,27.0,6.75,29,No
JZI,Airlines,Online,Basic Plan,6,CHINA,26.0,9.1,47,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,15.0,3.75,47,No
C2B,Airlines,Online,Silver Plan,31,SINGAPORE,47.5,11.88,39,No
JZI,Airlines,Online,Basic Plan,29,MYANMAR,33.0,11.55,50,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,32,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,54.5,13.63,50,No
JZI,Airlines,Online,Basic Plan,5,THAILAND,22.0,7.7,53,No
JZI,Airlines,Online,Basic Plan,27,CHINA,26.0,9.1,53,No
RAB,Airlines,Online,Value Plan,50,BRUNEI DARUSSALAM,15.0,6.0,62,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,13.5,3.38,51,No
JZI,Airlines,Online,Value Plan,4,"KOREA, REPUBLIC OF",45.0,15.75,33,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20.0,5.0,24,No
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,63.5,15.88,30,No
JZI,Airlines,Online,Basic Plan,43,INDONESIA,22.0,7.7,57,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,27.0,6.75,25,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,23.0,5.75,28,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,21.0,5.25,26,No
JZI,Airlines,Online,Basic Plan,68,JAPAN,26.0,9.1,58,No
JZI,Airlines,Online,Basic Plan,43,CHINA,26.0,9.1,50,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,48.5,12.13,29,No
JZI,Airlines,Online,Basic Plan,65,MYANMAR,33.0,11.55,29,No
JZI,Airlines,Online,Basic Plan,37,THAILAND,22.0,7.7,58,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,18.5,4.63,29,No
ART,Airlines,Online,24 Protect,50,HONG KONG,30.95,10.83,48,No
CBH,Travel Agency,Offline,Comprehensive Plan,13,MALAYSIA,29.0,9.57,70,No
TST,Travel Agency,Offline,Travel Cruise Protect,64,THAILAND,30.0,10.5,72,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,13.5,3.38,33,No
JZI,Airlines,Online,Basic Plan,2,INDONESIA,18.0,6.3,48,No
C2B,Airlines,Online,Gold Plan,116,SINGAPORE,67.0,16.75,12,No
TST,Travel Agency,Offline,Travel Cruise Protect,10,MALAYSIA,30.0,10.5,69,No
C2B,Airlines,Online,Silver Plan,64,SINGAPORE,29.5,7.38,49,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,13.5,3.38,31,No
JZI,Airlines,Online,Basic Plan,47,HONG KONG,26.0,9.1,64,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,23.5,5.88,53,No
C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,39.0,9.75,33,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,53.0,13.25,43,No
C2B,Airlines,Online,Silver Plan,21,SINGAPORE,59.15,14.79,32,No
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,24.05,6.01,39,No
TST,Travel Agency,Offline,Travel Cruise Protect,33,THAILAND,30.0,10.5,75,No
JZI,Airlines,Online,Basic Plan,39,THAILAND,18.0,6.3,41,No
C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,21.0,5.25,52,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,17.55,4.39,26,No
JZI,Airlines,Online,Basic Plan,5,MYANMAR,18.0,6.3,37,No
C2B,Airlines,Online,Silver Plan,63,SINGAPORE,50.25,12.56,36,No
JZI,Airlines,Online,Basic Plan,15,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,38,No
C2B,Airlines,Online,Bronze Plan,35,SINGAPORE,39.0,9.75,38,No
JZI,Airlines,Online,Basic Plan,71,INDONESIA,22.0,7.7,51,No
C2B,Airlines,Online,Bronze Plan,118,SINGAPORE,35.5,8.88,36,No
C2B,Airlines,Online,Silver Plan,21,SINGAPORE,49.5,12.38,34,Yes
RAB,Airlines,Online,Value Plan,17,BRUNEI DARUSSALAM,31.0,12.4,32,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,21.0,5.25,54,No
JZI,Airlines,Online,Basic Plan,87,INDONESIA,47.0,16.45,48,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,40.0,10.0,41,No
JZI,Airlines,Online,Basic Plan,16,PHILIPPINES,18.0,6.3,46,No
ART,Airlines,Online,24 Protect,11,THAILAND,8.26,2.89,48,No
ART,Airlines,Online,24 Protect,7,THAILAND,19.88,6.96,48,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,32.5,8.13,29,No
JZI,Airlines,Online,Basic Plan,27,SRI LANKA,26.0,9.1,71,No
JZI,Airlines,Online,Value Plan,9,"KOREA, REPUBLIC OF",58.0,20.3,43,No
C2B,Airlines,Online,Bronze Plan,62,SINGAPORE,51.0,12.75,23,Yes
JZI,Airlines,Online,Basic Plan,4,HONG KONG,22.0,7.7,62,No
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,34.5,8.63,22,No
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,27.0,6.75,35,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,38.35,9.59,43,No
TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,53,No
JZI,Airlines,Online,Basic Plan,48,PHILIPPINES,30.0,10.5,32,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,0.0,11.88,42,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,54.0,13.5,23,No
CSR,Travel Agency,Offline,Comprehensive Plan,60,MALAYSIA,29.0,9.57,62,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,20.0,5.0,27,No
C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,19.5,4.88,42,No
JZI,Airlines,Online,Value Plan,7,THAILAND,33.0,11.55,49,Yes
JZI,Airlines,Online,Basic Plan,28,VIET NAM,22.0,7.7,68,No
JZI,Airlines,Online,Basic Plan,36,THAILAND,22.0,7.7,44,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,21.0,5.25,25,No
JZI,Airlines,Online,Basic Plan,35,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,51,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,0.0,6.75,34,No
C2B,Airlines,Online,Silver Plan,49,SINGAPORE,63.5,15.88,27,No
JZI,Airlines,Online,Value Plan,8,"KOREA, REPUBLIC OF",58.0,20.3,31,No
JZI,Airlines,Online,Basic Plan,0,INDIA,22.0,7.7,36,No
JZI,Airlines,Online,Basic Plan,65,MALAYSIA,30.0,10.5,53,No
JZI,Airlines,Online,Basic Plan,35,CHINA,26.0,9.1,45,No
JZI,Airlines,Online,Basic Plan,12,INDIA,35.0,12.25,57,No
JZI,Airlines,Online,Basic Plan,9,PHILIPPINES,18.0,6.3,37,No
C2B,Airlines,Online,Silver Plan,62,SINGAPORE,18.5,4.63,30,No
JZI,Airlines,Online,Basic Plan,9,HONG KONG,35.0,12.25,36,No
JZI,Airlines,Online,Basic Plan,83,JAPAN,0.0,12.25,26,No
C2B,Airlines,Online,Gold Plan,8,SINGAPORE,27.0,6.75,71,No
TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,43,No
C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,27.0,6.75,29,No
JZI,Airlines,Online,Basic Plan,31,HONG KONG,26.0,9.1,60,No
TST,Travel Agency,Offline,Travel Cruise Protect,14,THAILAND,30.0,10.5,25,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,41,No
JZI,Airlines,Online,Basic Plan,77,THAILAND,52.0,18.2,47,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,22.1,5.53,22,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,11.5,2.88,36,No
RAB,Airlines,Online,Value Plan,16,BRUNEI DARUSSALAM,15.0,6.0,53,No
JZI,Airlines,Online,Basic Plan,123,CHINA,35.0,12.25,25,No
C2B,Airlines,Online,Silver Plan,27,SINGAPORE,62.0,15.5,26,No
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,18.5,4.63,77,No
JZI,Airlines,Online,Value Plan,7,"KOREA, REPUBLIC OF",45.0,15.75,49,No
JZI,Airlines,Online,Basic Plan,4,INDONESIA,18.0,6.3,31,No
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,25.2,6.3,31,No
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,29.5,7.38,29,No
RAB,Airlines,Online,Value Plan,8,BRUNEI DARUSSALAM,15.0,6.0,38,No
JZI,Airlines,Online,Value Plan,3,SWEDEN,49.0,17.15,27,No
JZI,Airlines,Online,Basic Plan,19,MYANMAR,18.0,6.3,28,No
JZI,Airlines,Online,Basic Plan,7,"KOREA, REPUBLIC OF",22.0,7.7,28,No
JZI,Airlines,Online,Basic Plan,33,MALAYSIA,30.0,10.5,51,No
C2B,Airlines,Online,Bronze Plan,93,SINGAPORE,35.5,8.88,28,No
JZI,Airlines,Online,Basic Plan,73,VIET NAM,30.0,10.5,34,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,15.0,3.75,39,No
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,22.5,5.63,27,No
TST,Travel Agency,Offline,Travel Cruise Protect,56,THAILAND,30.0,10.5,32,No
JZI,Airlines,Online,Basic Plan,48,THAILAND,22.0,7.7,32,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,29.5,7.38,33,No
JZI,Airlines,Online,Basic Plan,40,AUSTRALIA,40.0,14.0,36,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,33.5,8.38,32,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,53.5,13.38,33,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,40.2,10.05,39,No
JZI,Airlines,Online,Basic Plan,18,MALAYSIA,18.0,6.3,55,No
JZI,Airlines,Online,Basic Plan,58,INDONESIA,30.0,10.5,46,No
JZI,Airlines,Online,Basic Plan,93,UNITED ARAB EMIRATES,49.0,17.15,16,No
JZI,Airlines,Online,Basic Plan,2,MALAYSIA,18.0,6.3,53,No
ART,Airlines,Online,24 Protect,33,PHILIPPINES,47.43,16.6,48,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,18.0,4.5,31,No
C2B,Airlines,Online,Bronze Plan,82,SINGAPORE,53.5,13.38,60,No
ART,Airlines,Online,24 Protect,13,PHILIPPINES,37.02,12.96,48,No
C2B,Airlines,Online,Bronze Plan,88,SINGAPORE,33.5,8.38,23,No
C2B,Airlines,Online,Bronze Plan,92,SINGAPORE,23.4,5.85,38,No
RAB,Airlines,Online,Value Plan,10,BRUNEI DARUSSALAM,15.0,6.0,53,No
JZI,Airlines,Online,Basic Plan,12,CHINA,26.0,9.1,48,No
JZI,Airlines,Online,Basic Plan,75,CHINA,40.0,14.0,47,No
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,41.5,10.38,28,No
RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,47,No
C2B,Airlines,Online,Bronze Plan,53,SINGAPORE,16.0,4.0,46,No
JZI,Airlines,Online,Basic Plan,32,CHINA,56.0,19.6,25,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,18.0,4.5,32,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,16.0,4.0,66,No
CCR,Travel Agency,Offline,Comprehensive Plan,76,THAILAND,29.0,9.57,59,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,53.0,13.25,50,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,27.75,6.94,46,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,32.4,8.1,57,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,16.2,4.05,33,No
JZI,Airlines,Online,Basic Plan,7,CHINA,22.0,7.7,42,No
JZI,Airlines,Online,Basic Plan,26,CHINA,44.0,15.4,42,No
JZI,Airlines,Online,Basic Plan,48,HONG KONG,26.0,9.1,49,No
RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,44,No
JZI,Airlines,Online,Value Plan,68,JAPAN,45.0,15.75,31,No
JZI,Airlines,Online,Basic Plan,39,MALAYSIA,18.0,6.3,47,No
JZI,Airlines,Online,Basic Plan,5,INDONESIA,22.0,7.7,65,No
RAB,Airlines,Online,Value Plan,21,BRUNEI DARUSSALAM,15.0,6.0,61,No
JZI,Airlines,Online,Basic Plan,20,HONG KONG,35.0,12.25,50,No
RAB,Airlines,Online,Value Plan,94,BRUNEI DARUSSALAM,23.0,9.2,30,No
RAB,Airlines,Online,Value Plan,17,BRUNEI DARUSSALAM,15.0,6.0,50,No
JZI,Airlines,Online,Basic Plan,76,HONG KONG,26.0,9.1,50,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,33.5,8.38,63,No
JZI,Airlines,Online,Basic Plan,35,THAILAND,22.0,7.7,55,No
JZI,Airlines,Online,Basic Plan,7,CHINA,26.0,9.1,43,No
JZI,Airlines,Online,Basic Plan,42,PHILIPPINES,37.0,12.95,48,No
JZI,Airlines,Online,Basic Plan,8,INDONESIA,18.0,6.3,77,No
C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,35.5,8.88,29,No
JZI,Airlines,Online,Basic Plan,100,MYANMAR,42.0,14.7,35,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,62.0,15.5,30,No
JZI,Airlines,Online,Basic Plan,4,CHINA,22.0,7.7,39,No
JZI,Airlines,Online,Basic Plan,39,CHINA,35.0,12.25,30,No
RAB,Airlines,Online,Value Plan,10,BRUNEI DARUSSALAM,15.0,6.0,53,No
TST,Travel Agency,Offline,Travel Cruise Protect,24,MALAYSIA,30.0,10.5,39,No
CSR,Travel Agency,Offline,Comprehensive Plan,11,THAILAND,29.0,9.57,16,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,27.0,6.75,26,Yes
CSR,Travel Agency,Offline,Comprehensive Plan,16,MALAYSIA,29.0,9.57,57,No
JZI,Airlines,Online,Basic Plan,10,INDONESIA,22.0,7.7,32,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,17.0,4.25,46,No
JZI,Airlines,Online,Basic Plan,50,HONG KONG,26.0,9.1,31,No
C2B,Airlines,Online,Bronze Plan,49,SINGAPORE,13.5,3.38,64,No
RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,23.0,9.2,46,No
RAB,Airlines,Online,Value Plan,23,BRUNEI DARUSSALAM,15.0,6.0,25,No
JZI,Airlines,Online,Basic Plan,8,HONG KONG,26.0,9.1,30,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,63.6,15.9,35,No
C2B,Airlines,Online,Gold Plan,9,SINGAPORE,33.5,8.38,26,No
JZI,Airlines,Online,Basic Plan,41,CHINA,35.0,12.25,47,No
JZI,Airlines,Online,Basic Plan,7,CHINA,22.0,7.7,38,No
JZI,Airlines,Online,Basic Plan,17,HONG KONG,26.0,9.1,43,No
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,29.5,7.38,56,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,17.0,4.25,24,No
C2B,Airlines,Online,Silver Plan,20,SINGAPORE,45.5,11.38,44,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,62.0,15.5,50,No
JZI,Airlines,Online,Basic Plan,10,"KOREA, REPUBLIC OF",26.0,9.1,49,No
JZI,Airlines,Online,Basic Plan,8,CHINA,26.0,9.1,40,No
RAB,Airlines,Online,Value Plan,9,BRUNEI DARUSSALAM,15.0,6.0,49,No
JZI,Airlines,Online,Basic Plan,61,AUSTRALIA,26.0,9.1,27,No
JZI,Airlines,Online,Basic Plan,11,THAILAND,30.0,10.5,53,No
JZI,Airlines,Online,Basic Plan,24,CHINA,26.0,9.1,48,No
C2B,Airlines,Online,Silver Plan,44,SINGAPORE,62.0,15.5,31,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,27.0,6.75,46,No
JZI,Airlines,Online,Value Plan,64,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,43,No
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,46.8,11.7,35,Yes
JZI,Airlines,Online,Basic Plan,18,CHINA,40.0,14.0,68,No
C2B,Airlines,Online,Silver Plan,100,SINGAPORE,42.0,10.5,52,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,22.5,5.63,43,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,53.0,13.25,45,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,33.5,8.38,37,No
JZI,Airlines,Online,Basic Plan,2,INDIA,22.0,7.7,34,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,29.5,7.38,22,No
JZI,Airlines,Online,Basic Plan,4,AUSTRALIA,22.0,7.7,31,No
CCR,Travel Agency,Offline,Comprehensive Plan,92,CHINA,50.0,16.5,67,No
JZI,Airlines,Online,Basic Plan,34,MALAYSIA,18.0,6.3,54,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,22.5,5.63,33,No
C2B,Airlines,Online,Bronze Plan,37,SINGAPORE,0.0,15.57,41,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,24.5,6.13,28,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,23.5,5.88,22,No
JZI,Airlines,Online,Basic Plan,60,HONG KONG,26.0,9.1,50,No
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,47.5,11.88,29,No
JZI,Airlines,Online,Basic Plan,7,CHINA,22.0,7.7,34,No
JZI,Airlines,Online,Basic Plan,52,INDONESIA,22.0,7.7,49,No
JZI,Airlines,Online,Basic Plan,59,INDONESIA,47.0,16.45,60,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,22.5,5.63,42,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,53.5,13.38,26,No
C2B,Airlines,Online,Silver Plan,53,SINGAPORE,22.5,5.63,55,No
JZI,Airlines,Online,Basic Plan,46,VIET NAM,22.0,7.7,45,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,13.5,3.38,35,No
JZI,Airlines,Online,Basic Plan,37,CHINA,44.0,15.4,33,No
ART,Airlines,Online,24 Protect,2,SINGAPORE,4.4,1.54,48,No
JZI,Airlines,Online,Basic Plan,38,THAILAND,22.0,7.7,60,No
JZI,Airlines,Online,Basic Plan,74,THAILAND,22.0,7.7,38,No
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,39.0,9.75,33,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16.2,4.05,24,No
TST,Travel Agency,Offline,Travel Cruise Protect,78,MALAYSIA,30.0,10.5,33,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,17.55,4.39,31,No
JZI,Airlines,Online,Basic Plan,9,CHINA,26.0,9.1,34,No
